BUREAU DE VOTE,DEPARTEMENT,ARNAUD MONTEBOURG,MARTINE AUBRY,JEAN-MICHEL BAYLET,MANUEL VALLS,FRANCOIS HOLLANDE,SEGOLENE ROYAL,VOTES BLANCS,VOTES NULS
540115,54,51,134,1,16,111,11,0,2
540116,54,19,58,1,6,56,11,0,0
540117,54,42,69,1,11,67,12,1,0
540118,54,5,23,2,3,46,8,0,2
540119,54,119,205,4,38,215,48,0,4
540120,54,73,104,3,37,114,19,0,1
540121,54,14,14,0,2,15,3,0,0
540122,54,23,50,0,9,79,12,0,0
540123,54,9,25,0,6,51,4,4,1
540124,54,18,33,1,3,71,10,0,1
550001,55,38,55,0,15,87,13,0,1
550002,55,23,41,0,5,53,12,0,1
550003,55,17,55,0,6,82,20,0,0
550004,55,19,22,0,4,59,12,0,0
550005,55,38,54,2,5,62,23,0,0
550006,55,11,41,0,8,56,9,0,0
550007,55,23,48,0,6,53,13,0,1
550008,55,41,101,0,23,143,19,0,2
550009,55,17,45,1,8,41,17,0,0
550010,55,52,88,3,15,129,24,0,0
550011,55,40,49,0,18,111,18,0,0
550012,55,61,127,2,19,191,21,0,2
550013,55,22,34,0,4,62,11,0,0
550014,55,13,32,0,10,51,2,0,0
550015,55,7,49,2,4,50,7,0,0
550016,55,8,21,0,4,25,5,0,0
550017,55,32,98,1,7,77,24,0,0
550018,55,41,54,3,5,70,15,0,0
550019,55,36,47,2,12,68,12,0,0
550020,55,21,35,0,4,56,9,1,1
550021,55,22,39,0,7,66,13,0,0
550022,55,32,55,0,5,65,10,2,0
550023,55,15,34,1,1,43,4,0,0
550024,55,24,51,0,11,75,8,0,0
550025,55,20,50,0,10,61,17,0,0
550026,55,30,72,0,12,110,18,2,0
550027,55,34,48,1,2,69,17,0,2
550028,55,26,39,1,11,64,19,0,1
550029,55,8,24,1,7,44,7,1,0
550030,55,11,19,0,6,36,9,0,0
550031,55,20,16,0,7,54,10,0,0
550032,55,10,14,0,4,30,8,0,0
550033,55,27,60,1,8,96,22,0,2
550034,55,16,18,1,4,30,3,0,1
550035,55,17,42,1,9,45,5,0,0
550036,55,20,32,2,4,58,8,1,1
560001,56,74,108,2,17,188,35,0,0
560002,56,54,104,2,16,164,16,0,1
560003,56,35,78,1,7,132,14,0,0
560004,56,67,116,3,36,183,14,0,1
560005,56,71,129,0,30,189,21,0,0
560006,56,90,143,2,27,176,37,1,0
560007,56,55,135,0,24,198,21,1,0
560008,56,57,121,1,19,153,14,0,0
560009,56,60,93,1,15,131,9,0,0
560010,56,109,169,0,39,311,32,0,0
560011,56,66,124,2,25,204,23,0,1
560012,56,41,135,3,24,283,24,0,0
560013,56,63,73,3,16,150,11,0,0
560014,56,50,117,0,12,170,17,0,1
560015,56,81,129,1,30,200,32,2,0
560016,56,49,83,0,17,152,17,0,0
560017,56,107,151,1,48,299,39,0,0
560018,56,116,230,6,35,315,33,1,0
560019,56,74,110,2,18,182,31,0,0
560020,56,101,198,4,48,242,20,0,1
560021,56,95,165,1,21,252,17,0,1
560022,56,45,96,0,17,117,17,1,1
560023,56,34,70,0,6,111,9,0,0
560024,56,69,130,3,17,201,26,0,1
560025,56,27,24,0,8,54,23,0,0
560026,56,109,169,4,42,324,17,0,1
560027,56,96,171,2,45,313,33,0,1
560028,56,83,164,1,34,205,37,1,1
560029,56,58,103,0,10,133,14,0,1
560030,56,129,270,3,56,435,39,0,1
560031,56,6,20,1,2,37,6,0,0
560032,56,83,203,1,32,283,36,0,1
560033,56,71,138,1,26,193,14,0,0
560034,56,45,97,1,9,115,13,0,0
560035,56,112,218,0,27,253,41,0,0
560036,56,67,84,0,6,121,17,0,0
560037,56,106,232,2,45,248,34,0,0
560038,56,70,118,3,27,166,12,0,1
560039,56,70,174,2,37,286,43,0,1
560040,56,72,130,1,22,162,17,0,2
560041,56,49,70,1,10,91,10,0,0
560042,56,66,113,2,30,188,31,0,0
560043,56,58,60,0,7,100,16,0,0
560044,56,110,183,1,32,273,41,2,1
560045,56,34,52,1,13,78,6,0,0
560046,56,34,99,2,15,133,12,0,0
560047,56,44,73,0,10,98,13,0,0
560048,56,51,93,1,19,125,21,1,0
560049,56,48,67,0,4,119,11,1,0
560050,56,64,83,1,14,180,13,0,1
560051,56,71,105,0,24,177,16,0,0
560052,56,143,192,2,44,329,33,0,2
560053,56,60,95,1,18,107,13,0,0
560054,56,66,164,3,24,223,30,0,0
560055,56,33,54,0,17,70,8,0,0
560056,56,40,73,1,15,136,18,0,5
560057,56,38,82,1,11,105,11,0,3
560058,56,77,197,0,45,265,19,0,0
560059,56,89,142,5,22,207,30,0,0
560060,56,34,88,1,11,125,14,0,4
560061,56,80,105,1,27,113,24,0,1
560062,56,45,74,1,9,102,7,0,0
560063,56,118,210,1,26,268,31,0,0
560064,56,57,129,1,12,158,28,0,1
560065,56,88,160,2,22,341,35,0,2
560066,56,16,42,0,6,48,9,0,0
560067,56,18,45,1,7,71,2,0,0
560068,56,14,28,0,3,31,4,0,0
560069,56,42,116,2,19,162,28,0,2
560070,56,58,96,0,16,180,18,0,0
560071,56,45,88,0,8,119,9,0,1
560072,56,11,18,0,2,34,5,0,0
560073,56,58,89,0,10,110,16,0,0
560074,56,70,156,0,29,205,27,1,1
560075,56,56,88,0,11,90,15,1,0
560076,56,58,103,3,14,121,19,0,0
560077,56,66,131,1,30,207,24,0,0
560078,56,113,198,3,25,297,31,0,2
560079,56,110,150,0,33,220,22,0,1
560080,56,27,58,0,3,76,7,0,1
560081,56,62,106,1,15,145,24,0,2
560082,56,47,94,2,12,167,22,0,1
560083,56,104,165,5,45,317,33,0,2
560084,56,15,31,0,5,54,3,0,0
560085,56,24,45,1,8,94,5,0,1
560086,56,42,56,0,7,66,20,0,0
570001,57,33,70,4,11,136,23,0,1
570002,57,23,50,0,17,90,18,0,0
570003,57,17,40,1,13,88,13,0,0
570004,57,14,43,1,16,56,10,0,1
570005,57,23,39,1,7,136,30,0,0
570006,57,14,60,2,9,104,15,0,0
570007,57,8,40,1,7,59,9,0,1
570008,57,81,140,3,33,182,35,0,0
570009,57,10,39,0,6,114,16,0,0
570010,57,18,53,1,0,100,14,1,0
570011,57,8,52,1,7,122,8,0,4
570012,57,11,20,0,2,37,2,0,0
570013,57,117,225,1,49,352,49,0,0
570014,57,19,40,1,12,74,3,0,0
570015,57,3,18,2,3,42,7,0,0
570016,57,14,31,0,3,48,9,0,0
570017,57,8,21,1,1,55,12,0,0
570018,57,14,46,3,8,64,11,3,0
570019,57,62,138,2,30,223,30,0,0
570020,57,54,113,11,20,310,37,0,0
570021,57,5,29,0,10,69,12,0,0
570022,57,16,44,0,6,67,9,0,0
570023,57,32,46,0,9,79,13,0,0
570024,57,34,96,3,12,104,17,0,1
570025,57,36,67,1,10,92,17,0,2
570026,57,22,53,0,3,72,17,1,0
570027,57,15,25,0,3,39,7,0,0
570028,57,28,53,0,9,81,15,0,0
570029,57,51,124,4,16,222,36,0,0
570030,57,24,44,0,2,96,16,0,0
570031,57,35,97,2,10,90,28,0,0
570032,57,58,125,1,12,167,21,0,1
570033,57,59,107,0,24,181,31,0,1
570034,57,197,321,5,50,328,56,0,0
570035,57,74,165,5,24,252,48,0,0
570036,57,61,122,2,21,134,14,0,1
570037,57,14,20,1,2,39,2,2,0
570038,57,29,93,5,9,139,28,2,3
570039,57,10,27,0,6,57,31,0,0
570040,57,9,23,0,5,59,5,0,2
570041,57,73,147,1,22,217,29,0,0
570042,57,34,71,0,11,111,10,0,0
570043,57,12,22,0,8,29,5,0,0
570044,57,30,61,2,9,95,20,0,0
570045,57,26,34,2,13,73,5,0,0
570046,57,24,64,0,5,78,18,0,0
570047,57,47,60,1,14,158,29,0,0
570048,57,38,80,1,20,125,25,0,0
570049,57,46,65,2,20,123,20,1,0
570050,57,18,40,1,9,74,12,0,1
570051,57,20,49,0,7,49,9,0,2
570052,57,8,41,1,10,60,5,0,0
570053,57,11,32,0,3,43,7,0,0
570054,57,35,99,1,8,121,24,1,0
570055,57,32,56,2,16,84,13,0,0
570056,57,42,88,2,11,147,25,1,1
570057,57,56,89,0,15,164,32,1,1
570058,57,75,140,1,24,192,27,0,0
570059,57,16,39,0,5,32,5,0,0
570060,57,32,61,0,19,54,10,0,0
570061,57,25,74,2,8,101,22,0,0
570062,57,9,13,1,0,23,5,0,0
570063,57,55,127,6,15,175,24,0,0
570064,57,122,206,5,46,287,30,0,0
570065,57,29,53,2,9,86,17,0,0
570066,57,7,39,1,4,46,6,0,0
570067,57,28,64,0,8,123,11,0,0
570068,57,1,1,0,0,18,1,0,0
570069,57,4,5,0,1,23,2,0,1
570070,57,27,80,0,13,138,15,0,0
570071,57,18,20,0,6,57,10,0,1
570072,57,61,122,2,21,134,14,0,0
570073,57,32,52,0,10,95,16,0,0
570074,57,9,40,0,11,48,3,0,1
570075,57,28,20,1,5,53,8,0,0
570076,57,10,16,0,2,14,4,1,0
570077,57,26,49,1,20,76,14,0,2
570078,57,52,91,1,18,117,16,1,0
570079,57,38,73,2,24,89,19,0,1
570080,57,112,194,2,24,283,51,0,0
570081,57,44,82,0,20,115,14,0,1
570082,57,33,57,0,12,109,12,1,0
570083,57,72,120,0,23,173,24,0,1
570084,57,179,355,2,59,395,52,0,0
570085,57,20,47,0,7,57,8,1,1
570086,57,21,66,0,14,106,22,0,0
570087,57,78,154,1,27,252,38,1,0
570088,57,62,185,1,38,216,35,0,0
570089,57,20,47,1,4,59,13,0,0
570090,57,13,70,0,3,46,5,0,1
570091,57,24,42,1,8,27,9,0,0
570092,57,74,135,2,29,240,27,0,0
570093,57,23,34,0,7,55,13,0,0
570094,57,51,55,2,18,114,18,0,0
570095,57,9,24,2,2,58,21,2,0
570096,57,18,47,0,10,36,12,0,0
570097,57,0,0,0,0,0,0,0,0
570098,57,32,96,0,8,136,23,0,0
570099,57,14,22,0,4,39,3,0,0
570100,57,13,29,3,7,72,10,0,1
570101,57,32,23,2,11,123,14,0,1
570102,57,25,42,0,8,82,9,2,0
570103,57,7,15,0,1,44,10,0,0
570104,57,10,29,0,3,58,6,0,0
570105,57,37,51,0,7,84,10,0,0
570106,57,16,20,0,6,47,8,0,0
570107,57,19,47,2,13,100,16,0,1
570108,57,16,22,0,14,31,10,0,0
570109,57,77,181,2,40,225,47,2,1
580001,58,35,17,0,2,42,4,0,1
580002,58,30,20,0,1,19,2,0,0
580003,58,40,18,0,2,28,3,0,0
580004,58,21,20,0,2,19,3,0,1
580005,58,43,17,0,1,42,6,0,1
580006,58,151,61,0,4,86,17,4,4
580007,58,35,31,0,3,81,12,0,1
580008,58,14,11,0,5,14,2,0,0
580009,58,37,30,0,6,43,8,0,0
580010,58,24,26,0,6,39,3,0,0
580011,58,27,27,0,2,53,24,1,1
580012,58,40,29,0,4,60,4,0,0
580013,58,16,18,0,8,33,4,0,1
580014,58,28,41,2,4,55,10,0,0
580015,58,18,23,1,1,36,2,0,1
580016,58,14,5,0,1,23,7,0,0
580017,58,45,35,0,5,47,9,0,1
580018,58,26,41,1,6,62,12,2,0
580019,58,23,44,0,3,52,9,2,1
580020,58,18,33,0,3,50,8,0,0
580021,58,68,41,1,3,131,13,0,1
580022,58,29,27,0,7,80,15,0,0
580023,58,57,64,2,17,77,14,0,0
580024,58,25,50,1,8,78,17,0,3
580025,58,84,105,1,24,212,35,0,0
580026,58,33,54,1,8,72,16,0,1
580027,58,46,20,2,7,77,12,0,0
580028,58,38,51,0,4,56,7,0,0
580029,58,39,46,0,7,88,9,0,2
580030,58,49,41,0,8,103,19,1,0
580031,58,41,35,0,6,46,2,1,0
580032,58,45,58,1,8,114,22,1,1
580033,58,74,74,2,11,123,18,0,0
580034,58,77,54,0,11,67,17,1,0
580035,58,50,38,1,9,50,8,1,0
580036,58,42,72,4,8,110,22,0,0
580037,58,50,73,0,9,108,17,0,1
580038,58,25,33,1,7,33,1,0,0
580039,58,80,87,2,16,148,30,0,1
580040,58,36,46,1,7,79,16,0,2
580041,58,40,35,0,3,64,10,0,1
580042,58,37,73,0,2,70,13,0,1
580043,58,25,52,1,3,56,13,0,0
580044,58,121,105,1,17,202,45,2,0
580045,58,9,6,0,2,14,1,0,0
580046,58,23,12,0,3,27,2,0,0
580047,58,25,32,1,7,47,13,2,0
580048,58,38,39,0,3,69,13,0,0
580049,58,27,23,2,6,44,8,0,0
580050,58,5,8,0,3,13,2,0,1
580051,58,71,69,2,9,95,11,0,1
580052,58,7,11,0,3,32,7,0,0
580053,58,9,3,0,5,16,2,0,0
580054,58,30,59,1,7,107,21,0,1
580055,58,69,88,2,24,131,27,0,4
580056,58,47,83,0,10,102,9,0,2
580057,58,28,17,1,3,25,6,0,0
580058,58,50,28,0,8,49,4,0,1
580059,58,42,48,1,5,77,15,1,0
580060,58,21,27,0,1,41,4,0,0
580061,58,5,8,0,0,13,0,1,0
580062,58,57,58,0,6,65,6,0,0
580063,58,18,29,0,2,35,3,1,1
580064,58,33,1,0,0,4,1,0,0
580065,58,18,50,1,5,60,8,1,1
580066,58,20,23,0,0,21,7,0,0
580067,58,42,29,0,8,65,15,0,0
590001,59,53,72,3,5,57,10,0,4
590002,59,32,146,0,6,56,16,0,1
590003,59,41,58,1,9,52,5,0,0
590004,59,47,143,0,19,75,15,0,3
590005,59,47,141,0,20,100,10,1,0
590006,59,32,133,1,11,76,6,0,1
590007,59,7,25,0,2,9,4,0,0
590008,59,6,50,0,1,30,8,0,1
590009,59,32,163,1,15,77,9,0,0
590010,59,22,75,1,3,27,4,0,0
590011,59,22,108,0,6,50,16,0,0
590012,59,32,107,4,9,77,14,0,0
590013,59,45,133,1,6,74,15,0,0
590014,59,8,55,1,6,78,10,0,1
590015,59,10,108,0,2,29,11,0,1
590016,59,24,116,0,9,104,15,0,1
590017,59,25,151,1,9,149,22,0,1
590018,59,32,93,0,17,65,10,0,0
590019,59,27,131,1,4,71,6,0,0
590020,59,36,162,0,11,45,8,0,0
590021,59,14,123,0,9,32,4,3,1
590022,59,26,203,0,9,70,14,0,0
590023,59,15,55,0,1,50,5,0,0
590024,59,20,61,0,7,26,9,0,0
590025,59,26,154,0,7,48,10,0,1
590026,59,27,279,1,19,84,13,1,8
590027,59,28,330,2,17,58,16,6,4
590028,59,8,124,2,1,30,4,0,1
590029,59,18,94,0,6,35,11,0,0
590030,59,19,80,0,4,45,13,0,0
590031,59,12,82,0,3,35,3,0,0
590032,59,8,96,1,4,39,8,0,1
590033,59,12,100,6,5,46,14,0,4
590034,59,40,321,3,16,88,12,0,4
590035,59,54,416,3,14,158,21,1,3
590036,59,62,318,3,19,94,10,0,0
590037,59,42,218,1,15,108,18,0,0
590038,59,49,237,2,23,113,21,0,0
590039,59,16,73,0,10,53,15,0,0
590040,59,43,273,2,13,108,16,0,1
590041,59,35,195,0,14,81,12,0,1
590042,59,17,92,1,6,63,10,0,2
590043,59,2,38,0,4,13,3,0,0
590044,59,25,93,3,4,50,12,1,1
590045,59,26,152,0,7,64,6,0,0
590046,59,16,82,0,12,38,5,0,0
590047,59,16,106,14,8,57,12,0,0
590048,59,26,111,2,9,51,10,0,1
590049,59,21,162,2,14,60,8,0,0
590050,59,24,108,0,15,111,13,0,0
590051,59,54,211,0,31,113,10,0,1
590052,59,22,86,0,1,50,4,0,0
590053,59,20,87,1,7,51,9,1,0
590054,59,18,122,1,12,65,13,2,0
590055,59,27,133,2,8,56,10,0,0
590056,59,5,116,0,5,65,10,0,0
590057,59,26,87,1,5,60,6,0,0
590058,59,18,77,0,6,31,11,2,1
590059,59,16,112,0,3,47,9,0,2
590060,59,9,30,0,5,37,4,0,0
590061,59,28,149,4,1,149,22,0,1
590062,59,21,198,2,4,76,14,1,1
590063,59,33,259,2,14,94,21,0,1
590064,59,27,173,1,9,61,14,0,1
590065,59,37,198,0,16,73,20,0,1
590066,59,36,222,1,13,98,18,0,2
590067,59,51,235,1,12,69,19,0,0
590068,59,21,86,0,3,36,7,2,0
590069,59,27,164,0,5,43,12,1,0
590070,59,17,140,0,7,71,8,1,0
590071,59,28,240,2,12,66,6,1,1
590072,59,40,187,2,7,51,4,0,0
590073,59,8,73,1,2,21,0,0,0
590074,59,10,89,2,15,39,8,0,0
590075,59,11,86,0,2,58,14,0,1
590076,59,55,173,3,9,58,10,1,1
590077,59,42,211,2,18,79,15,0,0
590078,59,25,148,3,15,23,6,0,1
590079,59,18,175,4,17,46,10,0,2
590080,59,24,129,1,8,22,3,0,0
590081,59,48,245,1,19,38,20,0,0
590082,59,99,543,5,42,120,23,0,3
590083,59,3,52,1,1,6,3,0,0
590084,59,34,227,2,12,35,6,0,0
590085,59,55,267,3,31,110,21,0,1
590086,59,73,439,3,34,100,31,0,2
590087,59,23,126,0,4,25,3,0,1
590088,59,8,61,0,0,16,0,0,0
590089,59,37,259,0,7,57,7,2,0
590090,59,6,108,1,0,20,2,0,3
590091,59,29,198,0,18,50,9,0,0
590092,59,64,349,2,25,87,19,1,1
590093,59,18,107,4,10,24,0,0,0
590094,59,34,252,0,12,33,10,0,1
590095,59,20,120,0,9,20,7,0,1
590096,59,30,177,3,15,37,11,0,0
590097,59,7,47,0,0,7,4,0,0
590098,59,40,237,2,7,34,5,0,0
590099,59,14,51,0,5,13,0,0,0
590100,59,11,89,2,0,8,6,0,1
590101,59,4,59,0,2,12,2,0,1
590102,59,18,162,1,16,37,2,0,0
590103,59,12,125,0,3,32,5,0,0
590104,59,34,268,5,8,52,7,1,0
590105,59,46,316,4,21,78,17,0,1
590106,59,28,185,0,16,41,13,0,0
590107,59,34,314,3,15,64,11,0,5
590108,59,48,378,3,14,64,12,0,1
590109,59,6,248,0,2,11,3,0,0
590110,59,18,140,0,3,31,5,0,1
590111,59,11,143,2,5,34,8,0,3
590112,59,15,127,0,10,64,7,1,1
590113,59,38,175,0,5,102,9,1,0
590114,59,5,58,0,5,15,4,0,0
590115,59,37,192,2,22,129,11,0,3
590116,59,20,57,0,7,48,10,0,0
590117,59,16,142,0,4,57,18,0,2
590118,59,14,130,0,36,85,23,0,2
590119,59,19,55,2,6,32,6,0,0
590120,59,1,83,0,1,12,4,2,0
590121,59,9,96,0,3,29,7,0,1
590122,59,24,90,1,7,51,8,0,1
590123,59,28,90,2,7,58,12,1,1
590124,59,13,70,0,2,26,13,2,2
590125,59,20,59,0,7,72,13,0,0
590126,59,14,51,0,8,54,6,0,0
590127,59,10,108,0,2,29,11,0,1
590128,59,14,43,0,9,35,4,0,0
590129,59,21,119,0,6,58,5,0,2
590130,59,40,123,1,3,113,10,1,4
590131,59,9,57,1,4,46,10,0,0
590132,59,28,52,1,3,56,4,0,2
590133,59,25,149,1,11,69,14,0,0
590134,59,14,118,2,6,92,17,2,0
590135,59,4,75,1,10,53,7,0,2
590136,59,26,230,5,8,125,24,0,7
590137,59,22,231,6,8,119,17,0,0
590138,59,22,129,0,12,64,8,0,1
590139,59,27,128,0,9,62,11,0,0
590140,59,22,110,0,11,82,12,0,0
590141,59,42,128,2,8,85,16,0,3
590142,59,31,170,1,8,91,14,0,2
590143,59,24,133,0,5,49,15,1,0
590144,59,14,62,1,6,30,13,0,0
590145,59,33,134,3,27,72,6,0,0
590146,59,16,86,1,11,50,7,0,0
590147,59,24,118,0,5,50,10,0,1
590148,59,12,45,2,6,62,7,0,1
590149,59,73,286,3,33,78,11,0,0
590150,59,4,38,1,3,25,1,0,0
590151,59,16,81,0,4,63,8,0,0
590152,59,10,56,0,5,58,7,0,1
590153,59,32,158,0,14,79,7,0,2
590154,59,52,174,2,34,85,15,1,0
590155,59,17,136,4,3,70,15,0,2
590156,59,50,130,0,11,135,18,1,0
590157,59,6,7,3,3,20,3,0,0
590158,59,1,17,0,0,21,4,0,0
590159,59,6,51,1,4,72,11,0,0
590160,59,9,43,0,2,30,10,0,0
590161,59,46,188,3,8,86,15,0,1
590162,59,54,168,2,18,80,13,0,1
590163,59,29,135,0,10,63,16,0,1
590164,59,11,59,0,4,24,3,0,0
590166,59,23,123,0,6,52,6,0,0
590167,59,35,90,2,12,125,22,1,0
590168,59,39,149,6,24,161,20,0,5
590169,59,6,48,0,1,22,0,0,0
590170,59,40,196,0,10,82,17,0,0
590171,59,14,52,0,2,17,2,0,0
590172,59,18,114,1,8,69,10,0,0
590173,59,50,164,4,27,146,16,2,3
590174,59,45,151,2,20,184,26,0,7
590175,59,58,192,3,27,193,18,5,0
590176,59,41,141,6,23,173,16,1,2
590177,59,55,120,2,15,147,19,0,6
590178,59,24,82,1,11,103,12,1,0
590179,59,10,72,3,3,97,13,0,2
590180,59,14,68,2,1,80,17,0,3
590181,59,29,92,3,11,154,18,0,1
590182,59,35,96,7,12,112,5,0,4
590183,59,16,119,0,6,42,4,0,0
590184,59,9,9,0,4,9,5,0,0
590185,59,17,84,0,2,60,7,0,0
590186,59,12,87,2,6,51,11,0,2
590187,59,43,277,4,18,100,17,0,1
590188,59,43,277,4,18,100,17,0,1
590189,59,16,72,2,9,36,6,0,0
590190,59,12,61,1,9,39,4,0,1
590191,59,12,32,0,7,47,7,0,0
590192,59,29,49,1,7,93,10,0,2
590193,59,35,203,2,10,76,12,0,4
590194,59,60,72,2,8,57,18,0,2
590195,59,81,87,3,3,79,23,1,0
590196,59,11,109,1,5,23,3,0,1
590197,59,52,174,2,34,85,15,1,0
590198,59,14,123,0,6,56,7,0,1
590199,59,25,135,2,13,50,20,0,3
590200,59,16,89,0,5,49,10,1,1
590201,59,10,79,0,7,43,8,0,0
590202,59,23,148,0,14,59,13,0,0
590203,59,7,131,0,8,25,12,0,1
590204,59,15,95,1,15,47,8,0,0
590205,59,10,42,0,5,14,0,0,0
590206,59,8,45,0,10,25,4,0,0
590207,59,14,71,0,4,53,11,0,2
590208,59,12,37,0,2,19,2,0,0
590209,59,4,35,0,10,25,16,0,1
590210,59,30,174,0,11,95,8,0,0
590211,59,9,63,2,6,45,6,0,1
590212,59,25,122,1,9,59,6,0,1
590213,59,27,224,1,5,55,20,0,3
590214,59,42,170,3,7,92,11,0,0
590215,59,7,133,0,6,45,7,0,0
590216,59,20,152,0,8,57,17,0,0
590217,59,57,253,2,29,92,18,0,0
590218,59,38,176,1,14,62,11,1,1
590219,59,11,64,0,6,59,19,0,0
590220,59,7,66,0,0,49,7,0,0
590221,59,89,420,0,50,144,19,0,0
590222,59,98,444,3,44,155,19,1,2
590223,59,24,98,0,12,36,9,0,1
590224,59,40,173,1,15,103,13,0,0
590225,59,29,124,1,7,73,12,0,1
590226,59,15,88,0,8,50,8,1,0
590227,59,44,229,1,17,120,16,0,0
590228,59,17,56,0,1,40,21,0,1
590229,59,35,200,1,13,101,19,1,0
590230,59,47,221,6,23,226,27,0,5
590231,59,21,64,0,6,39,4,0,0
590232,59,7,33,1,5,29,3,0,2
590233,59,34,149,0,16,85,7,0,4
590234,59,32,160,2,16,93,8,0,0
590235,59,28,119,0,5,60,10,0,0
590236,59,11,101,51,5,61,9,0,1
590237,59,42,255,4,20,90,11,0,0
590238,59,7,46,0,4,23,6,1,0
590239,59,26,152,1,5,70,10,1,0
590240,59,21,100,2,4,61,6,0,0
590241,59,7,127,2,3,60,15,0,0
590242,59,17,123,0,3,49,9,0,0
590243,59,23,157,0,18,59,8,0,0
590244,59,11,62,0,9,40,10,0,1
590245,59,23,177,2,15,108,20,0,0
590246,59,27,116,0,7,79,7,0,0
590247,59,39,249,1,26,117,14,0,3
590248,59,25,176,2,10,90,14,0,3
590249,59,25,161,1,9,68,16,0,2
590250,59,23,147,1,13,64,17,0,1
590251,59,16,61,0,2,27,4,0,0
590252,59,8,43,0,10,57,3,0,0
590253,59,10,71,0,4,28,4,0,0
590254,59,2,35,0,0,13,3,2,2
590255,59,51,210,2,17,94,18,0,1
590256,59,3,41,3,2,26,2,0,1
590257,59,2,66,0,1,54,7,0,0
590258,59,21,147,1,5,82,15,0,0
590259,59,10,131,0,1,47,13,2,1
590260,59,19,124,3,7,91,18,0,1
590261,59,25,140,5,14,79,23,0,0
590262,59,68,274,2,20,152,16,0,0
590263,59,45,192,2,14,123,21,0,3
590264,59,10,68,0,4,41,4,0,2
590265,59,6,37,0,5,31,5,0,0
590266,59,16,104,2,2,40,9,0,1
590267,59,2,38,0,0,17,3,3,0
590268,59,13,75,0,2,40,6,2,0
590269,59,19,97,0,7,30,11,0,0
590270,59,14,107,2,5,43,3,1,0
590271,59,3,35,0,0,18,8,0,1
590272,59,26,134,0,23,51,10,0,0
590273,59,0,29,0,0,12,5,0,0
590274,59,6,69,0,3,53,12,0,0
590275,59,36,155,2,20,90,8,1,0
590276,59,62,204,2,20,92,13,1,0
590277,59,9,55,0,6,20,4,0,0
590278,59,28,124,3,12,55,4,0,0
590279,59,11,66,0,13,33,2,0,0
590280,59,37,178,2,15,87,13,0,0
590281,59,14,61,1,4,30,3,0,0
590282,59,69,316,5,27,121,20,2,1
590283,59,94,387,3,23,133,20,0,2
590284,59,26,153,2,3,53,22,0,4
590285,59,37,239,0,21,120,29,0,0
590286,59,114,459,6,34,174,29,0,1
590287,59,106,396,4,29,127,26,0,2
590288,59,7,28,1,0,24,6,0,1
590289,59,16,32,0,5,23,16,0,1
590290,59,14,28,0,0,15,7,0,0
590291,59,43,124,3,10,95,12,0,0
590292,59,15,60,0,6,59,4,0,1
590293,59,42,101,2,15,89,13,0,0
590294,59,4,41,0,2,33,7,0,0
590295,59,12,58,0,3,42,7,0,0
590296,59,12,52,0,1,24,8,0,0
590297,59,16,78,0,2,51,8,1,0
590298,59,10,54,1,4,57,11,0,0
590299,59,19,77,0,7,42,12,1,1
590300,59,27,149,1,14,50,12,0,0
590301,59,13,55,0,5,21,5,0,0
590302,59,8,42,1,2,20,7,0,0
590303,59,25,135,0,11,58,15,0,2
590304,59,26,183,4,34,94,8,0,2
590305,59,9,56,0,2,28,5,1,0
590306,59,27,120,3,14,53,8,2,0
590307,59,23,120,4,7,50,3,0,5
590308,59,18,136,0,5,49,7,0,0
590309,59,6,82,2,9,26,6,0,0
590310,59,18,61,0,4,28,7,0,2
590311,59,48,191,2,20,112,20,0,0
590312,59,15,144,8,6,53,6,0,0
590313,59,17,134,0,4,46,11,1,0
590314,59,19,88,3,11,33,7,0,2
590315,59,13,91,0,0,32,8,0,1
590316,59,12,80,0,4,31,7,0,1
590317,59,7,93,0,2,32,5,0,0
590318,59,37,217,0,8,116,21,0,2
590319,59,47,205,0,13,109,13,0,0
590320,59,23,89,0,2,41,13,0,0
590321,59,34,106,0,10,74,6,0,0
590322,59,64,224,0,28,85,11,0,1
590323,59,40,149,0,33,94,12,0,1
590324,59,22,62,0,7,49,5,0,0
590325,59,21,180,2,5,59,16,0,0
590326,59,36,207,0,22,84,16,0,0
590327,59,16,115,0,11,36,4,0,0
590328,59,10,86,1,9,38,5,0,0
590329,59,13,74,1,5,41,5,0,0
590330,59,13,95,1,6,31,4,0,2
590331,59,24,166,2,14,44,15,0,0
590332,59,16,49,0,7,53,8,0,0
590333,59,25,58,3,6,66,6,0,0
590334,59,9,50,0,2,35,2,0,2
590335,59,40,93,1,14,57,13,0,0
590336,59,31,136,0,14,69,6,0,1
590337,59,43,137,0,17,80,19,1,0
590338,59,5,14,1,0,18,1,0,0
590339,59,20,82,0,2,19,2,0,1
590340,59,59,218,6,46,113,22,1,0
590341,59,6,38,0,2,27,0,1,0
590342,59,36,112,1,25,47,9,0,1
590343,59,23,110,0,18,33,14,0,2
590344,59,12,102,0,4,79,14,0,0
590345,59,13,98,0,10,34,8,0,1
590346,59,24,115,3,15,32,11,0,0
590347,59,18,77,1,1,72,20,2,1
590348,59,13,73,2,8,66,12,1,0
590349,59,27,90,4,7,125,13,0,2
590350,59,37,156,0,26,61,11,0,0
590351,59,24,80,2,7,28,10,0,1
590352,59,23,134,1,12,56,6,0,0
590353,59,3,107,2,6,39,18,0,0
