Département,Circo,Id Circo,FN investi,PS investi,En Marche investi,UDI investi,LR investi,EE-LV investi,Sortant,Première élection
44,10,44_10,,,,Karine Paviza,Jérôme Guiho,Anne-Myriam Douchement,Sophie Errante,2012
84,4,84_4,Catherine CANDELA,Marlène THIBAUD,,Leila Sabrina Yahia,Jean-François Perilhou,Serge Marolleau,Jacques Bompard,1986
33,10,33_10,,,,Charles Pouvreau,Jean-Paul Garraud,Leila Achrit,Florent Boudié,2012
04,2,04_2,,Christophe CASTANER,,Clotilde Berki,Sébastien Ginet,,Christophe Castaner,2012
33,8,33_8,Laurent Lamara,,,,Yves Foulon,Nicolas Dubot,Yves Foulon,2012
17,2,17_2,,,,Bruno Esoli,Sylvie Marcilly,Abdelouahed TATOU,Suzanne Tallard,2012
22,2,22_2,Odile de MELLON,Viviane LE DISSEZ,,Didier Lechien,Didier Deru,,Viviane Le Dissez,2012
31,3,31_3,,Isabelle HARDY,,,Laurence Arribagé,,Jean-Luc Moudenc,2012
13,13,13_13,,,,,,,Gaby Charroux,2012
09,2,09_2,,Alain FAURE,,Bernadette Dedieu,Philippe Calleja,Jérôme Brosseron,Alain Fauré,2012
47,1,47_1,Catherine LESNE,Lucette LOUSTEAU,,Jean-Dionis du Séjour,,Maryse Combres,Lucette Lousteau,2012
999,10,999_10,Stéphane Sakoschek,Daad NAFFI,,,Alain Marsaud,,Alain Marsaud,1993
13,4,13_4,,Patrick MENNUCCI,,Yannick Mireur,Solange Biaggi,,Patrick Mennucci,2012
51,2,51_2,Cindy Demange,Imane MANIANI,,,Catherine Vautrin,,Catherine Vautrin,2002
999,6,999_6,Jean-Claude Marchand,Guillaume MATHELIER,,,Claudine Schmid,Jean Rossiaud,Claudine Schmid,2012
01,2,01_2,Anne Michaud,,,,Charles de la Verpillière,,Charles de La Verpillière,2007
92,1,92_1,Tommy ANOU,Alexis BACHELAY,,Brice N’konda,Nadia Frontigny,Samia Kasmi,Alexis Bachelay,2012
75,10,75_10,Tiphaine LEOST,,,Maryz Lechesne,Sandrine Richard,Sybille Bernard,Denis Baupin,2012
34,2,34_2,,Anne-Yvonne LE DAIN,,Gérard Francalanci,Nancy Canaud,,Anne-Yvonne Le Dain,2012
84,5,84_5,Hervé de LÉPINAU,Jean-François LOVISOLO,Jean Viard,,Julien Aubert,Marie-Christine Kadler,Julien Aubert,2012
63,3,63_3,Anne-Marie CARTA,Alphonse BELLONTE,,Louis Giscard d’Estaing,,,Danielle Auroi,2012
14,6,14_6,,,,Catherine Gournet Lecomte,Jean-Yves Cousin,Sibylle Corblet-Aznar,Alain Tourret,1997
13,5,13_5,Jean-François LUC,Marie-Arlette CARLOTTI,,Maurice Di Nocera,Yves Moraine,,Marie-Arlette Carlotti,2012
974,6,974_6,,Monique ORPHE,,Sylvie Moutoucomorapoulle,,,Monique Orphé,2012
78,9,78_9,Emmanuel NORBERT-COUADE,Ali MOHAMMAD,,,Jean-Marie Tétart,Salah Anouar,Jean-Marie Tetart,2012
41,1,41_1,,Denys ROBILIARD,,,,,Denys Robiliard,2012
14,5,14_5,,,,Dorothée Pineau,Cédric Nouvelot,Isabelle Attard,Isabelle Attard,2012
35,1,35_1,,Marie-Anne CHAPDELAINE,,Grégoire Leblond,Catherine Rolandin,,Marie-Anne Chapdelaine,2012
59,2,59_2,Véronique DESCAMPS,Audrey LINKENHELD,,Vincent Dupire,Florence Bariseau,Hélène Hardy,Audrey Linkenheld,2012
69,7,69_7,Jean-Marie NICOLAS,Renaud GAUQUELIN,,Ghislaine Durand,Alexandre Vincendet,Pierre Didier Tchetche-Apea,Hélène Geoffroy,2012
67,4,67_4,Thibault MANTEAUX,,,,Sophie Rohfritsch,,Sophie Rohfritsch,2012
63,2,63_2,Stanislas Chavelet,Christine PIRES BEAUNE,,Anne Gourdy-David,Stéphanie Flori-Dutour,Agnès Mollon,Christine Pires Beaune,2012
93,8,93_8,Alexandra BOURGOIN,Elisabeth POCHON,,Brigitte Drot,Patrice Calmejane,Aurélien Berthou,Elisabeth Pochon,2012
38,10,38_10,Alain BREUIL,Joelle HUILLIER,,,Vincent Chriqui,Frédéric Espinosa,Joëlle Huillier,2012
15,1,15_1,,,,Patrick D'Humiere,Vincent Descoeur,Stéphane Frechou,Alain Calmette,2012
72,1,72_1,Marie GENEVREY,Françoise DUBOIS,,Jean-Edouard Mazery,Christelle Morançais,Isabelle Severe,Françoise Dubois,2012
56,6,56_6,Yvan CHICHERY,Jérôme DECROCK,,Gwenn Le Nay,Anne-Maud Goujon,,Philippe Noguès,2012
02,3,02_3,Paul-Henry HANSEN-CATTA,Jean-Louis BRICOUT,,Morgane Devigne,Frédéric Meura,,Jean-Louis Bricout,2012
33,1,33_1,,Sandrine DOUCET,,Emmanuelle Petit-Chotard,Nicolas Florian,Nelson Palis-Niermann,Sandrine Doucet,2012
84,3,84_3,Marion MARÉCHAL-LE PEN,Céline VALADIER,,Patrick Merle,,,Marion Maréchal-Le Pen,2012
35,3,35_3,,François ANDRE,,Philippe Rouault,,,François André,2012
18,3,18_3,Jordan LE GOÏC,Yann GALUT,,Olivier Béatrix,Louis Cosyns,,Yann Galut,1997
34,4,34_4,,Frédéric ROIG,,Jean François Eliaou,Laurence Cristol,Laurent Dupont,Frédéric Roig,2012
89,1,89_1,Ludovic VIGREUX,,,,Guillaume Larrivé,Edwige Dorbon,Guillaume Larrivé,2012
61,3,61_3,Katia FRÉMONT,Isabelle BOSCHER,,,Jérôme Nury,,Yves Goasdoue,2012
30,2,30_2,,Katy GUYOT,,Marielle Népoty,Pascale Mourrut,Béatrice Leccia,Gilbert Collard,2012
62,11,62_11,,Philippe KEMEL,,Anne Sophie Taszarek,Alexandrine Pintus,Marine Tondelier,Philippe Kemel,2012
31,8,31_8,,Joel AVIRAGNET,,Jean-Luc Rivière,,Marie-Cécile Seigle-Vatte,Carole Delga,2012
95,10,95_10,Suzanne KREBS,Dominique LEFEBVRE,,Linda Lavoix,Virginie Tinland,Dominique Damour,Dominique Lefebvre,2012
78,3,78_3,Stéphanie de GONNEVILLE,Nicolas HUE,,,,,Henri Guaino,2012
62,7,62_7,Philippe OLIVIER,Yann CAPET,,Stéphanie Guiselain,Pierre-Henri Dumont,Francis Gest,Yann Capet,2012
30,4,30_4,,Fabrice VERDIER,,Marie Christine Peyric,Valérie Meunier,Dirk Offringa,Fabrice Verdier,2012
71,2,71_2,Antoine Chudzik,Philomène BACCOT,,Sylvain Rameau,Josiane Corneloup,Dominique Cornet,Edith Gueugneau,2012
57,9,57_9,Lionel BIEDER,Brigitte VAISSE,,Patrick Weiten,,Guy Harau,Anne Grommerch,2008
85,3,85_3,Corinne Fillet,Anthony PITALIER,,,Yannick Moreau,Laurent Akriche,Yannick Moreau,2012
54,1,54_1,Barbara HOFFMANN,Chaynesse KHIROUNI,,Mostafa Fourar,,Zélie Pelletier,Chaynesse Khirouni,2012
94,7,94_7,Karine HACCART,,,Bernard Queau,Vincent Jeanbrun,Marie Leclerc-Bruant,Jean-Jacques Bridey,2012
973,1,973_1,René TRAN VAN NGHIA,,,,,,Gabriel Serville,2012
80,2,80_2,Nicolas VERSAEN,,,Hubert de Jenlis,,Elodie Héren,Barbara Pompili,2012
44,6,44_6,Brigitte NEDELEC,,,Jean-Michel Tobie,Alain Hunault,Corinne Desfosses,Yves Daniel,2012
60,6,60_6,Michel GUINIOT,,,Daniel Leca,Éric de Valroger,Christine Guillemin,Patrice Carvalho,1997
74,4,74_4,Wenceslas LIARD,Anne FAVRELLE,,,Virginie Duby-Muller,Catherine Walthert Selosse,Virginie Duby-Muller,2012
22,4,22_4,Catherine BLEIN,Annie LE HOUÉROU,,,Martine Tison,,Annie Le Houerou,2012
73,4,73_4,Isabelle FÉTU,,,Christelle Favetta Sieyes,Alexandra Turnar,Raphaël Bétemps,Bernadette Laclais,2012
59,3,59_3,Sylvie GODDYN,Rémi PAUVROS,,Alain Poyart,Nicolas Leblanc,,Rémi Pauvros,2012
56,2,56_2,Eric FORDOS,Stéphanie LE SQUER,,,Philippe Le Ray,Claire Masson,Philippe Le Ray,2012
94,10,94_10,Martine BLANLUETTE,,,Aurélie Philippe,,Meddy Belabbas,Jean-Luc Laurent,2012
76,9,76_9,Geneviève SALVISBERG,Estelle GRELIER,,Didier Peralta,Clarisse Coufourier,,Estelle Grelier,2012
92,12,92_12,Damien YVENAT,Jean-Marc GERMAIN,,Laurent Vastel,Philippe Pemezec,,Jean-Marc Germain,2012
94,4,94_4,Jérôme AUVRAY,Zakaria ZAIDANE,,,Marie-Carole Ciuntu,Samuel Szymanski,Jacques Alain Bénisti,2002
976,1,976_1,Sandi FAOULATI,,,,Elad Chakrina,,Boinali Said,2012
34,7,34_7,,Sébastien DENAJA,,Gérard Rey,Gilles d'Ettore,Agnès Gizard Carlin,Sébastien Denaja,2012
91,3,91_3,François HÉLIE,Michel POUZOL,,Nicolas Méary,,Hélène Dian,Michel Pouzol,2012
999,8,999_8,Nathalie Jorge-Laick,Benjamin DJIANE',,Meyer Habib,,Nil Delahaye,Daphna Poznanski-Benhamou,2012
75,11,75_11,Elisabeth BASTON,Pascal CHERKI,,Eric Azière,Jean-Pierre Lecoq,Florentin Letissier,Pascal Cherki,2012
37,4,37_4,Véronique Péan,Laurent BAUMEL,,Aude Goblet,Hervé Novelli,,Laurent Baumel,2012
85,2,85_2,Gabriel de Chabot,Sylviane BULTEAU,,,Luc Bouard,Françoise Besson,Sylviane Bulteau,2012
83,5,83_5,,Insaf REZAGUI,,,Guillaume Decard,Jacky Giral,Georges Ginesta,2002
13,8,13_8,,,,Michel Roux,Sandra Dalbin,,Olivier Ferrand,2012
85,5,85_5,Gérald OBERWEIS,Hugues FOURAGE,,,Jean-Michel Lalère,Ghislaine Rautureau,Hugues Fourage,2012
83,8,83_8,Pierre JUGY,,,,Olivier Audibert-Troin,Bruno Delport,Olivier Audibert Troin,2012
28,3,28_3,,,,,Laure de la Raudière,Françoise Réparat,Laure de La Raudière,2007
38,9,38_9,,,,Anne Gerin,Bruno Gattaz,,Michèle Bonneton,2012
31,9,31_9,Éloïse Teriitaumihau,Christophe BORGEL,Sandrine Morch,Florence Lacroix-Loubes,Simone Pauzin-Fournié,Christine Arrighi,Christophe Borgel,2012
95,3,95_3,Fabienne DAUMAS,Nelly LEON,,Benjamin Chkroun,Nicole Lanaspre,Pierrette Borgne,Jean-Noël Carpentier,2012
44,9,44_9,Jean-Luc JAVEL,,,Yannick Haury,Claire Hugues,Corine Guignard,Monique Rabin,2012
67,7,67_7,Virginie JORON,,,,Patrick Hetzel,,Patrick Hetzel,2012
999,5,999_5,Natacha BARRAL,Gabrielle SIRY,,Pierre Olivier Bousquet,Laurence Sailliet,,Arnaud Leroy,2012
976,2,976_2,Madi BOINALI ANLI,,,,Mansour Kamardine,,Ibrahim Aboubacar,2012
74,6,74_6,Karam Aoun,,,,Sophie Dion,Lionel Jacquet,Sophie Dion,2012
78,1,78_1,Thierry PEREZ,Charlotte ROSSETTINI,,,François-Xavier Bellamy,,François de Mazières,2012
49,1,49_1,Marie BARON,Luc BELOT,Matthieu Orphelin,Laurent Gerault,Caroline Fel,,Luc Belot,2012
2A,2,2A_2,,,,,Camille de Rocca-Serra,Hélène Sanchez,Camille de Rocca Serra,2002
70,1,70_1,Léonie CUGNOT,Laurent RICARD,,,Alain Chretien,Marie-Claire Thomas,Alain Chrétien,2012
34,8,34_8,,Christian ASSAF,,Christine Caporiccio,Arnaud Julien,,Christian Assaf,2012
94,3,94_3,Dominique BOURSE-PROVENCE,,,,Didier Gonzales,,Roger-Gérard Schwartzenberg,1986
71,1,71_1,Nicole CABOCHE,Catherine N'DIAYE,,Christine Robin,Jean-Patrick Courtois,Claire Mallard,Thomas Thévenoud,2012
999,4,999_4,Soraya LEMAIRE,Philip CORDERY,,Caroline Laporte,,Perrine Ledan,Philip Cordery,2012
78,11,78_11,Mathilde ANDROUËT,Benoît HAMON,,Sonia Brau,Jean-Michel Fourgous,Brigitte Bouchet,Benoît Hamon,2012
61,1,61_1,Raymond Herbreteau,,,,Bertrand Deniaud,,Joaquim Pueyo,2012
84,1,84_1,,Christine LAGRANGE,,Xavier Bourgue,Stéphanie Parry,,Michèle Fournier-Armand,2012
13,12,13_12,Jean-Lin Lacapelle,Isabelle ROVARINO,,Catherine Rivet-Jolin,Eric Diard,Nathalie Sirben,Vincent Burroni,1998
62,6,62_6,Marie-Christine BOURGEOIS,Brigitte BOURGUIGNON,,Ginette Beugnet,Jean-Michel Taccoen,Louis Planque,Brigitte Bourguignon,2012
974,1,974_1,Jean-Pierre Céleste,Ericka BAREIGTS,,Nassimah Dindar,Jean-Jacques Morel,Jean-Pierre Marchau,Ericka Bareigts,2012
04,1,04_1,,Delphine BAGARRY,,Brigitte Beaumeyer,,Colette Charriau,Gilbert Sauvan,2012
02,5,02_5,,,,Dominique Moyse,,Dominique Jourdain,Jacques Krabal,2012
76,10,76_10,Stacy BLONDEL,Jean-Pierre THEVENOT,,Jean Nicolas Rousseau,Charles d’Anjou,Benjamin Houdry,Dominique Chauvel,2012
24,2,24_2,,,,Véronique Dubeau Valade,Gaëlle Blanc-Lajoinie,Brigitte Allain,Brigitte Allain,2012
51,3,51_3,Baptiste PHILIPPO,Hadhoum BELAREDJ TUNC,,,Philippe-Armand Martin,,Philippe Armand Martin,1993
13,8,13_8,,,,Michel Roux,Sandra Dalbin,,Jean-Pierre Maggi,2012
31,10,31_10,,Kader ARIF,,Dominique Faure,Arnaud Lafon,Henri Arevalo,Émilienne Poumirol,2012
50,4,50_4,Jean-Jacques NOËL,Arnaud CATHERINE,,Thierry Hélie,,Jean-Sébastien Hederer,Geneviève Gosselin-Fleury,2012
76,4,76_4,,Guillaume BACHELAY,,David Boust,Marie-Hélène Roux,David Cormand,Guillaume Bachelay,2012
72,4,72_4,,Stéphane LE FOLL,,Franck Breteau,Emmanuel Franco,Alexis Braud,Sylvie Tolmont,2012
47,3,47_3,Etienne BOUSQUET-CASSAGNE,Guillaume MOLIERAC,,,Jean-Louis Costes,Lionel Feuillas,Jean-Claude Gouget,2012
91,1,91_1,Danielle OGER,,,,Caroline Varin,Jacques Picard,Carlos Da Silva,2012
38,1,38_1,,,,Jean-Damien Mermillod- Blondin,,,Olivier Véran,2012
971,4,971_4,,,,Christine Houblon,Sonia Petro,,Hélène Vainqueur-Christophe,2012
37,3,37_3,,Marisol TOURAINE,,Sophie Auconie,,,Jean-Marie Beffara,2012
44,3,44_3,,Karine DANIEL,,François Fedini,Rozenn Hamel,Judith Leray,Jean-Pierre Fougerat,2012
75,6,75_6,Guy DEBALLE,,,Hélène Hautval,,Cécile Duflot,Danièle Hoffman-Rispal,2002
10,3,10_3,,David BLANCHON,,,Gérard Menuel,,Gérard Menuel,1995
29,4,29_4,,Gwenegan BUI,,Nicolas Floch,Maël de Calan,Christine Prigent,Gwenegan Bui,2012
33,2,33_2,,Michèle DELAUNAY,,Ludovic Bousquet,Anne Valryck,,Vincent Feltesse,2012
40,1,40_1,Christophe Bardin,Renaud LAGRAVE,,Philippe Mouhel,Marie-Françoise Nadau,Michèle Belitzerkaufski,Florence Delaunay,2012
76,1,76_1,Thomas MARCY,Valérie FOURNEYRON,,Robert Picard,Jean-François Bures,Véronique Bérégovoy,Pierre Léautey,2012
62,5,62_5,Antoine GOLLIOT,Frédéric CUVILLIER,,Jean-Pierre Pont,Fabienne Chochois,Cindy Pacques,Thérèse Guilbert,2012
82,2,82_2,Romain LOPEZ,,,Pierre Mardegan,Mathieu Albugues,Dominique Parcellier,Jacques Moignard,2012
75,15,75_15,Christophe VERSINI,George PAU LANGEVIN,,Céline Trouillot,Atanase Périfan,,Fanélie Carrey-Conte,2012
13,5,13_5,Jean-François LUC,Marie-Arlette CARLOTTI,,Maurice Di Nocera,Yves Moraine,,Avi Assouly,2012
57,1,57_1,Laurence BURG,Aurélie FILIPETTI,,Marie Tribout,,Philippe Casin,Gérard Terrier,1997
79,2,79_2,Jean-Romée CHARBONNEAU,Delphine BATHO,,,Severine Vachon,Laurence RÉAU,Jean-Luc Drapeau,2012
53,1,53_1,Bruno de LA MORINIÈRE,Guillaume GAROT,,,Samia Soultani-Vigneron,Maël Rannou,Sylvie Pichot,2012
78,11,78_11,Mathilde ANDROUËT,Benoît HAMON,,Sonia Brau,Jean-Michel Fourgous,Brigitte Bouchet,Jean-Philippe Mallé,2012
25,4,25_4,,Frédéric BARBIER,,Claudine Gaillard,Valère Nedey,Anna Maillard,Frédéric Barbier,2012
54,3,54_3,Céline DOLCEMASCOLO,Christian ECKERT,,Véronique Guillotin,,Mikaël Agopiantz,Jean-Marc Fournel,2014
91,6,91_6,Nathalie PAULIN,Jérôme GUEDJ,,Françoise Couasse,,,Jérôme Guedj,2012
38,5,38_5,Muriel BURGAZ,Eliane GIRAUD,,,Philippe Langenieux-Villard,,Pierre Ribeaud,2015
34,6,34_6,,,,,Elie Aboud,,Élie Aboud,2007
94,1,94_1,Thierry Devige,,,,Sylvain Berrios,Catherine Monié,Sylvain Berrios,2012
80,1,80_1,Franck de LAPERSONNE,Pascale BOISTARD,,Salwa Barjoud,Stéphane Decayeux,,Pascal Demarthe,2014
67,1,67_1,Andréa DIDELOT,Eric ELKOUBY,,Laurent PY,Elsa Schalck,Abdelkarim Ramdane,Eric Elkouby,2016
986,1,986_1,,,,,,,Napole Polutélé,2013
32,1,32_1,Nathalie PIERREISNARD,Francis DUPOUEY,,Christophe Terrain,,,Franck Montaugé,2013
999,1,999_1,Denis FRANCESKIN,Yan CHANTREL,,,,Arnaud Boucheny,Frédéric Lefebvre,2007
999,8,999_8,Nathalie Jorge-Laick,Benjamin DJIANE',,Meyer Habib,,Nil Delahaye,Meyer Habib,2013
47,3,47_3,Etienne BOUSQUET-CASSAGNE,Guillaume MOLIERAC,,,Jean-Louis Costes,Lionel Feuillas,Jean-Louis Costes,2013
66,3,66_3,Sandrine DOGOR,Ségolène NEUVILLE,,Nathalie Beaufils,Danièle Pages,David Berrue,Robert Olive,2014
999,3,999_3,Tony Thommes,Axelle LEMAIRE,,Patricia Connell,Laurence Azzena-Gougeon,,Christophe Premat,2014
29,1,29_1,,Jean-Jacques URVOAS,,Claire Lévry-Gérard,,Jean-Pierre Bigorgne,Marie-Thérèse Le Roy,2016
975,1,975_1,,,,,,,Catherine Pen,2014
75,9,75_9,Corinne BERTHAUD,Jean-Marie LE GUEN,,Elisabeth Stibbe,Laure Esquieu,Claire Monod,Anne-Christine Lang,2014
69,1,69_1,Tiffany JONCOUR,,,Djida Tazdait,Anne Lorne,Bertrand Artigny,Gilda Hobert,2014
987,1,987_1,Eric MINARDI,,,,,,Maina Sage,2014
59,21,59_21,Valérie CAUDRON,Christine LAURENT,,,,Pauline Pottier,Laurent Degallaix,2014
975,1,975_1,,,,,,,Stéphane Claireaux,2014
31,8,31_8,,Joel AVIRAGNET,,Jean-Luc Rivière,,Marie-Cécile Seigle-Vatte,Joël Aviragnet,2014
16,1,16_1,Geoffray Gourré,Martine PINVILLE,,Samuel Cazenave,Elise Vouvet-Laguionnie,Odile ACHARD,David Comet,2015
76,6,76_6,Françoise DUCHAUSSOY,Marie LE VERN,,Blandine Lefevre,,Frédéric Weisz,Marie Le Vern,2015
974,1,974_1,Jean-Pierre Céleste,Ericka BAREIGTS,,Nassimah Dindar,Jean-Jacques Morel,Jean-Pierre Marchau,Philippe Naillet,2016
80,2,80_2,Nicolas VERSAEN,,,Hubert de Jenlis,,Elodie Héren,Romain Joron,2016
59,10,59_10,Virginie ROSEZ,Yasmina CHIGRI KERNAB,,,Vincent Ledoux,Olivier Descamps,Vincent Ledoux,2016
78,2,78_2,Yasmine BENZELMAT,Amroze ADJUWARD,,,Pascal Thevenot,Tanguy Ruellan,Pascal Thévenot,2016
44,3,44_3,,Karine DANIEL,,François Fedini,Rozenn Hamel,Judith Leray,Karine Daniel,2016
01,3,01_3,Gaëtan Noblet,Géraldine SACCHI,,,Stéphanie Pernod-Beaudon,Jean Mercier,Stéphanie Pernod Beaudon,2016
